title,year,genres
In Search of Greatness,2018,Documentary|Sport
Forbidden Voices,2012,Documentary
Blood Brother,2018,Action|Crime|Drama
Aria,2001,Animation|Short|Drama
Between Two Waters,2018,Adventure|Drama
Elijah's Ashes,2017,Comedy|Drama
Ferie d'agosto,1996,Comedy|Drama
The Indecent Family,2013,Comedy
Motherland Hotel,1987,Crime|Drama|Thriller
Guilty or Innocent: The Sam Sheppard Murder Case,1975,Drama
A Chance of Snow,1998,Drama
Behind the Clouds,2016,Drama
Anna to the Infinite Power,1983,Drama|Mystery|Sci-Fi
Key,2011,Mystery|Thriller
Jordan,2010,Adventure|Drama|Thriller
Eyewitness,1956,Crime|Drama|Film-Noir
Backwater,2013,Drama
Trails (Veredas),1978,Drama|Fantasy
Milky Way (Tejút),2007,Drama
Warsaw Bridge (Pont de Varsòvia),1990,Drama
Promise of the Flesh (Yukcheui yaksok),1975,Drama
The Outsider,2005,Documentary
Mankillers,1987,Action
Son of a Lion,2007,Drama|War
Klunkerz,2006,Documentary|Sport
Fracchia la belva umana,1981,Comedy|Family
A che punto é la notte,1994,Crime|Mystery
The Twelve-Handed Men of Mars,1964,Comedy|Sci-Fi
Saint Tropez - Saint Tropez,1992,Comedy
Ci hai rotto papà,1993,Comedy|Family
The Party at Kitty and Stud's,1970,Adult|Comedy|Drama
The Near Room,1995,Thriller|Drama
Bhuvan Shome,1969,Comedy|Drama
Questions for Crazy Horse,2010,Documentary|Biography
Lambchops,1929,Short|Comedy|Musical
"Jack, Jules, Esther, & Me",2013,Comedy|Drama|Romance
Ernie Biscuit,2015,Animation|Short|Adventure
The Orator,2011,Drama
Yuma,2012,Action|Crime|Drama
"The Good, the Bad, and Huckleberry Hound",1988,Animation|Adventure|Comedy
A Volar Joven,1947,Comedy
The Face on the Milk Carton,1995,Drama
Missing Pieces,2000,Drama|Mystery
Rose Hill,1997,Family|Western
Hellboy Animated: Iron Shoes,2007,Animation|Short|Action|Family|Fantasy|Horror|Sci-Fi
The Biscuit Eater,1940,Drama|Family
Return to Mayberry,1986,Comedy|Romance
Grace Kelly,1983,Biography|Drama
Right on Track,2003,Biography|Drama|Family
The Pretender 2001,2001,Action|Crime|Mystery
The Facts of Life Reunion,2001,Comedy
The Pretender: Island of the Haunted,2001,Action|Crime|Mystery
A Season on the Brink,2002,Drama|Sport
"Come On, Get Happy: The Partridge Family Story",1999,Comedy|Drama|Music
Operation Dalmatian: The Big Adventure,1997,Family
Serpentine Dance: Loïe Fuller,1897,Short
The Battle of Gettysburg,1955,Documentary|Short|History
Apache Rifles,1964,Western
Russell Brand: End the Drugs War,2014,Documentary
Nancy Drew,2002,Mystery
The Blind Fly,1966,Drama
The Bunker of the Last Gunshots,1981,Short|Sci-Fi
The Men Next Door,2012,Comedy|Drama|Romance
Houston,2013,Drama
Swallows and Amazons,2016,Adventure|Drama|Family
Kill the Fatted Calf,1970,Drama|Thriller
The Girl from the Marsh Croft,1935,Drama
Every Little Thing,1997,Documentary|Music
Sogno di una notte di mezza sbornia,1959,Comedy
Banzai Runner,1987,Action
Cry Uncle!,1971,Comedy|Crime|Mystery
Ti ho sposato per allegria,1967,Comedy
Carmen & Geoffrey,2005,Drama
Go Away Mr. Tumor,2015,Comedy|Romance
Guardians,2016,Short
Taxi No. 9 2 11: Nau Do Gyarah,2006,Comedy|Drama|Thriller
Beau Geste,1926,Action|Adventure|Drama
The Greatest Ears in Town: The Arif Mardin Story,2010,Documentary|Biography|Music
Moving Target,1996,Action|Drama|Thriller
Out on a Limb,1987,Biography|Drama|Romance
Peter Pan,1924,Adventure|Family|Fantasy
Round Trip to Heaven,1992,Comedy
The Great Garrick,1937,Comedy|Romance
Times Square Lady,1935,Crime|Drama|Music
The Spiderwebhouse,2015,Drama|Fantasy
Water Damage,1999,Thriller
True Skin,2012,Short|Sci-Fi
One Man Force,1989,Action|Crime|Drama
Everything Goes Wrong,1960,Action|Crime|Drama
Dégradé,2015,Drama
Stand,2014,Drama|Mystery|Romance
Oscenità,1980,Adult|Drama
The 50 Year Argument,2014,Documentary
Memory Vague,2009,Short|Music
Ride in a Pink Car,1974,Action|Drama
Hakuchi: The Innocent,1999,Drama|Fantasy|War
The Absent,2014,Drama
So This Is College,1929,Comedy|Drama|Romance
Napoletani a Milano,1953,Comedy
Scalpel,1977,Drama|Horror|Thriller
Marine Battleground,1963,Drama|War
Summertime,2015,Drama|Romance
Women's Camp 119,1977,Horror|Thriller
Nice Guy,2012,Crime|Drama
The Comedian,1957,Comedy
La locandiera,1980,Comedy
Green Room,2015,Crime|Drama|Horror
The Overcoat,1959,Drama
A Bunny's Tale,1985,Biography|Comedy|Drama
The Magic of Heineken,2014,Documentary
Hell and Mr Fudge,2012,Biography|Drama
Pokémon the Movie: Kyurem vs. the Sword of Justice,2012,Animation|Action|Adventure
Lost in the Stars,1974,Drama|Musical
"Young, Violent, Dangerous",1976,Crime|Drama|Thriller
Stan,2006,Biography
Redemption,2013,Action|Crime|Drama
The Inextinguishable Fire,1969,War|Short
Unabomber: The True Story,1996,Crime|Drama|History
The Missing Corpse,1945,Comedy|Mystery
The Negro Soldier,1944,Documentary|Short|Drama
The Remarkable Andrew,1942,Comedy|Fantasy
Children of God: Lost and Found,2007,Documentary
Virtual Weapon,1997,Comedy|Crime|Sci-Fi
"Gunan, King of the Barbarians",1982,Action|Adventure|Fantasy
The Conjugal Debt,1970,Comedy
The Princess of France,2014,Comedy|Drama|Romance
Villegas,2012,Drama
The Brand New Testament,2015,Comedy|Fantasy
Viva,2015,Drama
Swap Meet,1979,Comedy
Vem älskar Yngve Frej?,1973,Comedy|Drama
Life Is Ruff,2005,Comedy|Family
"Give 'em Hell, Harry!",1975,Biography|Comedy|Drama
The Furthest End Awaits,2014,Drama
Don't Knock the Twist,1962,Musical
Meet The Baron,1933,Comedy|Romance
Rock Rock Rock!,1956,Drama|Music
The Dark,1994,Drama
Love Is in the Air,2011,Adventure
Alice in Earnestland,2015,Comedy|Drama|Thriller
Mr. & Mrs. Khiladi,1997,Action|Adventure|Comedy
The 10 Year Plan,2014,Comedy|Romance
RangiTaranga,2015,Mystery|Thriller
The Laundryman,2015,Comedy|Fantasy|Thriller
Alias Maria,2015,Drama|War
A Horse for Summer,2015,Drama|Family
The Seven Deadly Sins,1962,Comedy
Fish & Cat,2013,Short|Biography|Drama
RUSH: Time Machine,2011,Documentary|Music
La corruzione,1963,Drama
A Feather in Her Hat,1935,Drama
First Love,1974,Documentary
First Love,2000,Romance
Poker Alice,1987,Romance|Western
Small Sacrifices,1989,Crime|Drama|History
Something to Shout About,1943,Comedy
The Affair,1967,Drama|Romance
The Affair,1995,Drama|Romance
One of Us,1989,Drama
I Didn't Come Here to Die,2010,Comedy|Horror
"Once More, My Darling",1949,Comedy
Middle Age Crazy,1980,Comedy|Drama
Find the Lady,1976,Comedy
It Seemed Like a Good Idea at the Time,1975,Comedy
Going to the Mat,2004,Drama|Family|Sport
4Got10,2015,Action|Crime|Thriller
Moro Witch Doctor,1964,Action|Drama
The Flight of the Eagle,1982,Adventure|Biography|Drama
Bang!,1977,Drama
The Pedestrian,1973,Drama
Tales from the Vienna Woods,1979,Drama
Between the Lines,1977,Comedy|Drama|Romance
City Across the River,1949,Crime|Drama|Film-Noir
The Work of Director Jonathan Glazer,2005,Documentary|Music
Pitch Perfect 3,2017,Comedy|Music
Les Misérables in Concert - The 25th Anniversary,2010,Drama|Musical
Return to Reason,1923,Short
Hyena Road,2015,Action|Drama|War
Tsiou,2005,Comedy|Drama
A Ring of Endless Light,2002,Drama|Family|Romance
The Italian Key,2011,Comedy|Drama|Romance
I Just Want to Kiss You,1998,Short
Pitbullterje,2005,Comedy
Runt Page,1932,Short|Comedy|Family
The Pie-Covered Wagon,1932,Comedy|Western|Short
Pennies from Heaven,1978,Drama|Musical|Romance
Titanic at 100: Mystery Solved,2012,Documentary
Sleeping on Dark Waters,2008,Documentary|Comedy
The Reunion,1963,Comedy|Drama|Romance
Winnie the Pooh Discovers the Seasons,1981,Animation|Short|Family
Under the Radar,2004,Adventure|Comedy|Thriller
The Take,2009,Crime|Drama|Thriller
By Our Selves,2015,Drama
Metello,1970,Drama|History
La viaccia,1961,Drama
In nome del popolo italiano,1971,Documentary
Il viale della speranza,1953,Comedy
Poor But Beautiful,1957,Comedy|Romance
La nonna Sabella,1957,Comedy
Faustina,1968,Comedy
I bambini sanno,2015,Documentary
Pusinky,2007,Comedy|Drama
Black Horse Canyon,1954,Drama|Western
Home,2013,Comedy|Drama|Romance
Melvin Purvis G-Man,1974,Action|Biography|Crime
The Goose and the Gander,1935,Comedy|Drama|Romance
The Grim Game,1919,Adventure|Drama
Asphalt Angels,2014,Action|Thriller
Kleinhoff Hotel,1977,Drama
Torino nera,1972,Drama|Crime
Hotel Meina,2007,Drama|History
Caro Gorbaciov,1988,Drama
Chronicle of Poor Lovers,1954,Drama
The Eternal Rainbow,1958,Drama
Times of Joy and Sorrow,1957,Drama
Deep Dark,2015,Fantasy|Horror
No Man's Land,1978,Drama
Reboot,2012,Short|Drama|Thriller
Mad As Hell,2014,Documentary|Biography|Comedy
Brainwashed,1960,Drama|Sport|War
Running Turtle,2009,Action|Comedy|Crime
Tazza: The High Rollers,2006,Comedy|Crime
5150 Elm's Way,2009,Drama|Horror|Thriller
Private Eye,2009,Thriller
Fakta Ladh Mhana,2011,Action|Drama|Thriller
Heaven's Soldiers,2005,Action|Comedy|Sci-Fi
Sunset Edge,2015,Drama|Mystery|Thriller
Hi-De-Ho,1947,Musical
Dharam Sankat Mein,2015,Comedy
Whiskey School,2005,Drama
Man Crazy,1953,Drama
The Birthday,2004,Comedy|Horror|Mystery
Milton Glaser: To Inform & Delight,2008,Documentary|Biography
Red Ball Express,1952,Action|Drama|War
My Love Came Back,1940,Comedy|Drama|Music
The Tunnel,1933,Drama|Sci-Fi
The Beloved Vagabond,1936,Comedy|Drama|Musical
Damon and Pythias,1962,Adventure
I 7 di Marsa Matruh,1970,Action|Drama|War
Alleluja & Sartana Are Sons... Sons of God,1972,Western
Double Bang,2001,Crime|Drama|Thriller
The Collectors,1999,Action|Thriller
Demon Witch Child,1975,Horror
Patrick's Day,2014,Drama|Family|Romance
Self Made,2014,Drama
Big Bird in China,1983,Adventure|Comedy|Family
'68,1988,Drama
Losing Ground,1982,Comedy|Drama
Sugar Coated,2015,Documentary
Bir Avuç Deniz,2011,Drama
Stranger at the Door,2004,Drama|Mystery|Thriller
The Perfect Husband,2004,Drama|Mystery|Thriller
The Sound and the Fury,2014,Drama
The Trail of '98,1928,Action|Adventure|Drama
The Lone Runner,1986,Action|Adventure|Drama
"Secrets, Objects",2011,Drama|Romance
Panic Button,1964,Comedy
His Name Was Holy Ghost,1972,Comedy|Western
"Holy God, Here Comes the Passatore!",1973,Adventure|Comedy|Western
Nightkill,1980,Crime|Horror|Mystery
Castle of the Banned Lovers,1956,Biography|Drama|History
Roger la Honte,1946,Drama
Baby Love,1979,Comedy
Una vita violenta,1962,Drama
Bloody Che Contra,1968,Biography|Drama
Giallo in Venice,1979,Crime|Horror|Mystery
Batton Story,1976,Comedy|Drama
Killer Crush,2015,Romance|Thriller
The Grief of Others,2015,Drama
Madness,1994,Drama|Fantasy|Horror
Cruel Jaws,1995,Action|Adventure|Comedy|Horror|Thriller
Privè,2002,Drama|Romance
Capriccio veneziano,2002,Drama|Romance
Belle da morire,2002,Drama
Zombies: The Beginning,2007,Action|Horror
Libidomania,1979,Adventure
The True Story of the Nun of Monza,1980,Drama
Mondo pazzo... gente matta!,1966,Comedy
Mania,1974,Horror|Mystery|Sci-Fi
Committed,1991,Drama|Thriller
Montana Trap,1976,Comedy|Western
Bachelor of Hearts,1958,Comedy
Hilda Crane,1956,Drama
Young Policemen in Love,1995,Action|Comedy|Romance
Hellmouth,2014,Horror
Closed Circuit,1978,Crime|Mystery|Sci-Fi
Classmates,2015,Drama|Romance|Thriller
Sandook,2015,Comedy|Thriller
Lai Bhaari,2014,Action|Drama
Poshter Boyz,2014,Comedy
Prem Mhanje Prem Mhanje Prem Asta,2013,Romance
Kshanbhar Vishranti,2010,Family
Zenda,2009,Drama|Thriller
Gaiir,2009,Mystery
Zabardast,2007,Action|Adventure|Drama
Hee Porgi Kunachi,2006,Comedy|Drama
Dhadakebaaz,1990,Comedy
Ashi Hi Banwa Banwi,1988,Comedy
Ittefaq,2017,Crime|Mystery|Thriller
Haathi Mere Saathi,1971,Drama|Family|Musical
Benaam,1974,Drama|Mystery|Thriller
Saboot,1980,Mystery|Thriller
Anubhav,1986,Comedy|Drama|Romance
Shaitani Ilaaka,1990,Horror
Phool Aur Kaante,1991,Action|Drama|Romance
Heart,1992,Drama|Music|Romance
Suryavanshi,1992,Action|Fantasy|Horror
Hum Hain Rahi Pyar Ke,1993,Comedy|Drama|Romance
King Uncle,1993,Comedy|Drama|Family
Waqt Hamara Hai,1993,Action|Comedy|Romance
Natale in crociera,2007,Comedy
Suhaag,1994,Action|Comedy|Drama
Krantiveer,1994,Action|Crime|Drama
Gopi Kishan,1994,Action|Comedy|Drama
Baazi,1995,Action|Thriller|Crime
Takkar,1995,Action|Crime|Drama
Sapoot,1996,Action|Crime|Drama
Jeet,1996,Action|Romance
Ghatak: Lethal,1996,Action|Drama
Bhai,1997,Action|Drama
Judwaa,1997,Action|Comedy|Drama
Gupt: The Hidden Truth,1997,Action|Crime|Mystery
Bade Miyan Chote Miyan,1998,Action|Comedy|Musical
China Gate,1998,Action|Adventure|Drama
Krampus: The Reckoning,2015,Horror
The Ice Dragon,2012,Adventure|Family
11 Minutes,2015,Drama|Thriller
When the Iron Bird Flies,2012,Documentary|History
"Jinxy Jenkins, Lucky Lou",2014,Animation|Short|Adventure
I Learn America,2013,Documentary
Sem Pena,2014,Documentary|Crime|Drama
Containment,2015,Horror|Sci-Fi|Thriller
Southwest,2012,Documentary|Music
Jaanam Samjha Karo,1999,Drama|Romance
Dil Kya Kare,1999,Drama|Musical|Romance
Kaun,1999,Mystery|Thriller
Pyaar Koi Khel Nahin,1999,Drama|Romance|Thriller
Biwi No. 1,1999,Comedy|Drama|Romance
Kartoos,1999,Action|Thriller
Kachche Dhaage,1999,Action|Drama|Thriller
Deewane,2000,Action|Romance
Khiladi 420,2000,Action|Romance|Thriller
Kurukshetra,2000,Action|Crime|Drama
Mela,2000,Action|Adventure|Comedy
Kya Kehna,2000,Drama|Romance
Har Dil Jo Pyar Karega...,2000,Comedy|Drama|Musical
Beti No. 1,2000,Comedy|Drama|Family
Vrijdag,1980,Drama
Ah Boys To Men,2012,Comedy
Michael Jackson - Bad,1987,Short|Crime|Drama|Music
Tango Charlie,2005,Action|Adventure|Drama
Ochtendzwemmers,2001,Drama|Music|Comedy
Instructions for a Light & Sound Machine,2005,Short|Western
Stand Alone,1985,Action|Drama
State of Dogs,1998,Documentary
Savage Killers,1976,Action|Drama|History
Iron Maiden: Maiden England (Original Version),1989,Documentary|Music
DL2 (Disintegration Line #2),1970,Short
Sappho and Jerry (Parts I - III),1978,Short
